股票代码,股票简称,一级行业,二级行业,三级行业
605167.SH,利柏特,建筑装饰,专业工程,化学工程
000065.SZ,北方国际,建筑装饰,专业工程,国际工程
000928.SZ,中钢国际,建筑装饰,专业工程,国际工程
002051.SZ,中工国际,建筑装饰,专业工程,国际工程
600970.SH,中材国际,建筑装饰,专业工程,国际工程
002135.SZ,东南网架,建筑装饰,专业工程,钢结构
002541.SZ,鸿路钢构,建筑装饰,专业工程,钢结构
002593.SZ,日上集团,建筑装饰,专业工程,钢结构
002743.SZ,富煌钢构,建筑装饰,专业工程,钢结构
300517.SZ,海波重科,建筑装饰,专业工程,钢结构
600477.SH,杭萧钢构,建筑装饰,专业工程,钢结构
600496.SH,精工钢构,建筑装饰,专业工程,钢结构
601096.SH,宏盛华源,建筑装饰,专业工程,钢结构
603098.SH,森特股份,建筑装饰,专业工程,钢结构
920057.BJ,百甲科技,建筑装饰,专业工程,钢结构
000010.SZ,美丽生态,建筑装饰,基础建设,园林工程
001267.SZ,汇绿生态,建筑装饰,基础建设,园林工程
002200.SZ,*ST交投,建筑装饰,基础建设,园林工程
002310.SZ,东方新能,建筑装饰,基础建设,园林工程
002431.SZ,棕榈股份,建筑装饰,基础建设,园林工程
002663.SZ,普邦股份,建筑装饰,基础建设,园林工程
002717.SZ,ST岭南,建筑装饰,基础建设,园林工程
002775.SZ,文科股份,建筑装饰,基础建设,园林工程
300197.SZ,节能铁汉,建筑装饰,基础建设,园林工程
300355.SZ,蒙草生态,建筑装饰,基础建设,园林工程
300536.SZ,农尚环境,建筑装饰,基础建设,园林工程
300649.SZ,杭州园林,建筑装饰,基础建设,园林工程
300948.SZ,冠中生态,建筑装饰,基础建设,园林工程
300949.SZ,奥雅股份,建筑装饰,基础建设,园林工程
301098.SZ,金埔园林,建筑装饰,基础建设,园林工程
603007.SH,*ST花王,建筑装饰,基础建设,园林工程
603316.SH,诚邦股份,建筑装饰,基础建设,园林工程
603359.SH,东珠生态,建筑装饰,基础建设,园林工程
603778.SH,国晟科技,建筑装饰,基础建设,园林工程
603955.SH,大千生态,建筑装饰,基础建设,园林工程
605303.SH,园林股份,建筑装饰,基础建设,园林工程
000498.SZ,山东路桥,建筑装饰,基础建设,基建市政工程
001396.SZ,誉帆科技,建筑装饰,基础建设,基建市政工程
002061.SZ,浙江交科,建筑装饰,基础建设,基建市政工程
002062.SZ,宏润建设,建筑装饰,基础建设,基建市政工程
002307.SZ,北新路桥,建筑装饰,基础建设,基建市政工程
002586.SZ,ST围海,建筑装饰,基础建设,基建市政工程
002628.SZ,成都路桥,建筑装饰,基础建设,基建市政工程
002941.SZ,新疆交建,建筑装饰,基础建设,基建市政工程
300982.SZ,苏文电能,建筑装饰,基础建设,基建市政工程
600039.SH,四川路桥,建筑装饰,基础建设,基建市政工程
600284.SH,浦东建设,建筑装饰,基础建设,基建市政工程
600502.SH,安徽建工,建筑装饰,基础建设,基建市政工程
600512.SH,腾达建设,建筑装饰,基础建设,基建市政工程
600820.SH,隧道股份,建筑装饰,基础建设,基建市政工程
600853.SH,龙建股份,建筑装饰,基础建设,基建市政工程
601186.SH,中国铁建,建筑装饰,基础建设,基建市政工程
601390.SH,中国中铁,建筑装饰,基础建设,基建市政工程
601611.SH,中国核建,建筑装饰,基础建设,基建市政工程
601669.SH,中国电建,建筑装饰,基础建设,基建市政工程
601800.SH,中国交建,建筑装饰,基础建设,基建市政工程
601868.SH,中国能建,建筑装饰,基础建设,基建市政工程
603176.SH,汇通集团,建筑装饰,基础建设,基建市政工程
603815.SH,交建股份,建筑装饰,基础建设,基建市政工程
603843.SH,*ST正平,建筑装饰,基础建设,基建市政工程
000779.SZ,甘咨询,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
002883.SZ,中设股份,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
002949.SZ,华阳国际,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
003013.SZ,地铁设计,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300284.SZ,苏交科,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300492.SZ,华图山鼎,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300500.SZ,启迪设计,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300564.SZ,筑博设计,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300635.SZ,中达安,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300668.SZ,杰恩设计,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300675.SZ,建科院,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300732.SZ,设研院,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300746.SZ,汉嘉数智,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300778.SZ,新城市,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300826.SZ,测绘股份,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300844.SZ,山水比德,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300977.SZ,深圳瑞捷,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300983.SZ,尤安设计,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
300989.SZ,蕾奥规划,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
301024.SZ,霍普股份,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
301027.SZ,华蓝集团,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ
