股票代码,股票简称,一级行业,二级行业,三级行业
688092.SH,爱科科技,机械设备,专用设备,其他专用设备
688113.SH,联测科技,机械设备,专用设备,其他专用设备
688128.SH,中国电研,机械设备,专用设备,其他专用设备
688162.SH,巨一科技,机械设备,专用设备,其他专用设备
688211.SH,中科微至,机械设备,专用设备,其他专用设备
688312.SH,燕麦科技,机械设备,专用设备,其他专用设备
688328.SH,深科达,机械设备,专用设备,其他专用设备
688383.SH,新益昌,机械设备,专用设备,其他专用设备
688400.SH,凌云光,机械设备,专用设备,其他专用设备
688529.SH,豪森智能,机械设备,专用设备,其他专用设备
688531.SH,日联科技,机械设备,专用设备,其他专用设备
688596.SH,正帆科技,机械设备,专用设备,其他专用设备
688630.SH,芯碁微装,机械设备,专用设备,其他专用设备
688648.SH,中邮科技,机械设备,专用设备,其他专用设备
688700.SH,东威科技,机械设备,专用设备,其他专用设备
920026.BJ,卓兆点胶,机械设备,专用设备,其他专用设备
920061.BJ,西磁科技,机械设备,专用设备,其他专用设备
920080.BJ,奥美森,机械设备,专用设备,其他专用设备
920091.BJ,大鹏工业,机械设备,专用设备,其他专用设备
920112.BJ,巴兰仕,机械设备,专用设备,其他专用设备
920284.BJ,灵鸽科技,机械设备,专用设备,其他专用设备
920455.BJ,汇隆活塞,机械设备,专用设备,其他专用设备
920475.BJ,三友科技,机械设备,专用设备,其他专用设备
920717.BJ,瑞星股份,机械设备,专用设备,其他专用设备
920855.BJ,浙江大农,机械设备,专用设备,其他专用设备
920856.BJ,浩淼科技,机械设备,专用设备,其他专用设备
002890.SZ,弘宇股份,机械设备,专用设备,农用机械
300159.SZ,*ST新研,机械设备,专用设备,农用机械
300879.SZ,大叶股份,机械设备,专用设备,农用机械
301260.SZ,格力博,机械设备,专用设备,农用机械
301533.SZ,威马农机,机械设备,专用设备,农用机械
601038.SH,一拖股份,机械设备,专用设备,农用机械
603029.SH,天鹅股份,机械设备,专用设备,农用机械
603789.SH,*ST星农,机械设备,专用设备,农用机械
920608.BJ,丰安股份,机械设备,专用设备,农用机械
920895.BJ,花溪科技,机械设备,专用设备,农用机械
001256.SZ,炜冈科技,机械设备,专用设备,印刷包装机械
002209.SZ,达意隆,机械设备,专用设备,印刷包装机械
002611.SZ,东方精工,机械设备,专用设备,印刷包装机械
300195.SZ,长荣股份,机械设备,专用设备,印刷包装机械
300509.SZ,新美星,机械设备,专用设备,印刷包装机械
300512.SZ,中亚股份,机械设备,专用设备,印刷包装机械
300521.SZ,爱司凯,机械设备,专用设备,印刷包装机械
301105.SZ,鸿铭股份,机械设备,专用设备,印刷包装机械
301138.SZ,华研精机,机械设备,专用设备,印刷包装机械
603901.SH,永创智能,机械设备,专用设备,印刷包装机械
920553.BJ,凯腾精工,机械设备,专用设备,印刷包装机械
920810.BJ,春光智能,机械设备,专用设备,印刷包装机械
002367.SZ,康力电梯,机械设备,专用设备,楼宇设备
002527.SZ,新时达,机械设备,专用设备,楼宇设备
002689.SZ,ST远智,机械设备,专用设备,楼宇设备
002774.SZ,快意电梯,机械设备,专用设备,楼宇设备
002960.SZ,青鸟消防,机械设备,专用设备,楼宇设备
300669.SZ,沪宁股份,机械设备,专用设备,楼宇设备
300931.SZ,通用电梯,机械设备,专用设备,楼宇设备
301056.SZ,森赫股份,机械设备,专用设备,楼宇设备
600835.SH,上海机电,机械设备,专用设备,楼宇设备
600894.SH,广日股份,机械设备,专用设备,楼宇设备
603321.SH,梅轮电梯,机械设备,专用设备,楼宇设备
603356.SH,华菱精工,机械设备,专用设备,楼宇设备
603488.SH,展鹏科技,机械设备,专用设备,楼宇设备
605286.SH,同力天启,机械设备,专用设备,楼宇设备
920395.BJ,朗鸿科技,机械设备,专用设备,楼宇设备
002021.SZ,中捷资源,机械设备,专用设备,纺织服装设备
002722.SZ,物产金轮,机械设备,专用设备,纺织服装设备
003036.SZ,泰坦股份,机械设备,专用设备,纺织服装设备
300307.SZ,慈星股份,机械设备,专用设备,纺织服装设备
301053.SZ,远信工业,机械设备,专用设备,纺织服装设备
600232.SH,金鹰股份,机械设备,专用设备,纺织服装设备
600302.SH,标准股份,机械设备,专用设备,纺织服装设备
600545.SH,卓郎智能,机械设备,专用设备,纺织服装设备
600843.SH,上工申贝,机械设备,专用设备,纺织服装设备
603095.SH,越剑智能,机械设备,专用设备,纺织服装设备
603337.SH,杰克科技,机械设备,专用设备,纺织服装设备
688789.SH,宏华数科,机械设备,专用设备,纺织服装设备
000852.SZ,石化机械,机械设备,专用设备,能源及重型设备
001225.SZ,和泰机电,机械设备,专用设备,能源及重型设备
001277.SZ,速达股份,机械设备,专用设备,能源及重型设备
001288.SZ,运机集团,机械设备,专用设备,能源及重型设备
001332.SZ,锡装股份,机械设备,专用设备,能源及重型设备
001360.SZ,南矿集团,机械设备,专用设备,能源及重型设备
002204.SZ,大连重工,机械设备,专用设备,能源及重型设备
002278.SZ,神开股份,机械设备,专用设备,能源及重型设备
002353.SZ,杰瑞股份,机械设备,专用设备,能源及重型设备
002483.SZ,润邦股份,机械设备,专用设备,能源及重型设备
002490.SZ,山东墨龙,机械设备,专用设备,能源及重型设备
002523.SZ,天桥起重,机械设备,专用设备,能源及重型设备
002526.SZ,山东矿机,机械设备,专用设备,能源及重型设备
002535.SZ,林州重机,机械设备,专用设备,能源及重型设备
002667.SZ,威领股份,机械设备,专用设备,能源及重型设备
002691.SZ,冀凯股份,机械设备,专用设备,能源及重型设备
002730.SZ,电光科技,机械设备,专用设备,能源及重型设备
300084.SZ,海默科技,机械设备,专用设备,能源及重型设备
300092.SZ,科新机电,机械设备,专用设备,能源及重型设备
300095.SZ,华伍股份,机械设备,专用设备,能源及重型设备
300099.SZ,尤洛卡,机械设备,专用设备,能源及重型设备
300480.SZ,光力科技,机械设备,专用设备,能源及重型设备
300837.SZ,浙矿股份,机械设备,专用设备,能源及重型设备
300865.SZ,大宏立,机械设备,专用设备,能源及重型设备
300950.SZ,德固特,机械设备,专用设备,能源及重型设备
301063.SZ,海锅股份,机械设备,专用设备,能源及重型设备
301158.SZ,德石股份,机械设备,专用设备,能源及重型设备
301601.SZ,惠通科技,机械设备,专用设备,能源及重型设备
600169.SH,ST太重,机械设备,专用设备,能源及重型设备
600262.SH,北方股份,机械设备,专用设备,能源及重型设备
600320.SH,振华重工,机械设备,专用设备,能源及重型设备
600560.SH,金自天正,机械设备,专用设备,能源及重型设备
600582.SH,天地科技,机械设备,专用设备,能源及重型设备
600980.SH,北矿科技,机械设备,专用设备,能源及重型设备
601106.SH,中国一重,机械设备,专用设备,能源及重型设备
601369.SH,陕鼓动力,机械设备,专用设备,能源及重型设备
601399.SH,国机重装,机械设备,专用设备,能源及重型设备
601608.SH,中信重工,机械设备,专用设备,能源及重型设备
601717.SH,中创智领,机械设备,专用设备,能源及重型设备
601798.SH,蓝科高新,机械设备,专用设备,能源及重型设备
603012.SH,创力集团,机械设备,专用设备,能源及重型设备
603036.SH,如通股份,机械设备,专用设备,能源及重型设备
603135.SH,中重科技,机械设备,专用设备,能源及重型设备
603169.SH,兰石重装,机械设备,专用设备,能源及重型设备
603173.SH,福斯达,机械设备,专用设备,能源及重型设备
603325.SH,博隆技术,机械设备,专用设备,能源及重型设备
603391.SH,力聚热能,机械设备,专用设备,能源及重型设备
603698.SH,航天工程,机械设备,专用设备,能源及重型设备
603800.SH,洪田股份,机械设备,专用设备,能源及重型设备
603966.SH,法兰泰克,机械设备,专用设备,能源及重型设备
688121.SH,卓然股份,机械设备,专用设备,能源及重型设备
688377.SH,迪威尔,机械设备,专用设备,能源及重型设备
688420.SH,美腾科技,机械设备,专用设备,能源及重型设备
688633.SH,星球石墨,机械设备,专用设备,能源及重型设备
920158.BJ,长江能科,机械设备,专用设备,能源及重型设备
920703.BJ,广厦环能,机械设备,专用设备,能源及重型设备
920781.BJ,瑞奇智造,机械设备,专用设备,能源及重型设备
920931.BJ,无锡鼎邦,机械设备,专用设备,能源及重型设备
001226.SZ,拓山重工,机械设备,工程机械,工程机械器件
001239.SZ,永达股份,机械设备,工程机械,工程机械器件
301079.SZ,邵阳液压,机械设备,工程机械,工程机械器件
301161.SZ,唯万密封,机械设备,工程机械,工程机械器件
301279.SZ,金道科技,机械设备,工程机械,工程机械器件
301446.SZ,福事特,机械设备,工程机械,工程机械器件
601100.SH,恒立液压,机械设备,工程机械,工程机械器件
603638.SH,艾迪精密,机械设备,工程机械,工程机械器件
605389.SH,长龄液压,机械设备,工程机械,工程机械器件
920245.BJ,威博液压,机械设备,工程机械,工程机械器件
920839.BJ,万通液压,机械设备,工程机械,工程机械器件
920942.BJ,恒立钻具,机械设备,工程机械,工程机械器件
000157.SZ,中联重科,机械设备,工程机械,工程机械整机
000425.SZ,徐工机械,机械设备,工程机械,工程机械整机
000528.SZ,柳工,机械设备,工程机械,工程机械整机
000680.SZ,山推股份,机械设备,工程机械,工程机械整机
002097.SZ,山河智能,机械设备,工程机械,工程机械整机
002685.SZ,华东重机,机械设备,工程机械,工程机械整机
300201.SZ,海伦哲,机械设备,工程机械,工程机械整机
600031.SH,三一重工,机械设备,工程机械,工程机械整机
600761.SH,安徽合力,机械设备,工程机械,工程机械整机
600815.SH,厦工股份,机械设备,工程机械,工程机械整机
600984.SH,建设机械,机械设备,工程机械,工程机械整机
603194.SH,中力股份,机械设备,工程机械,工程机械整机
603273.SH,天元智能,机械设备,工程机械,工程机械整机
603280.SH,南方路机,机械设备,工程机械,工程机械整机
603298.SH,杭叉集团,机械设备,工程机械,工程机械整机
603338.SH,浙江鼎力,机械设备,工程机械,工程机械整机
603611.SH,诺力股份,机械设备,工程机械,工程机械整机
605305.SH,中际联合,机械设备,工程机械,工程机械整机
688425.SH,铁建重工,机械设备,工程机械,工程机械整机
920101.BJ,志高机械,机械设备,工程机械,工程机械整机
920174.BJ,五新隧装,机械设备,工程机械,工程机械整机
920599.BJ,同力股份,机械设备,工程机械,工程机械整机
920706.BJ,铁拓机械,机械设备,工程机械,工程机械整机
001223.SZ,欧克科技,机械设备,自动化设备,其他自动化设备
300097.SZ,ST智云,机械设备,自动化设备,其他自动化设备
300400.SZ,劲拓股份,机械设备,自动化设备,其他自动化设备
300461.SZ,田中精机,机械设备,自动化设备,其他自动化设备
300486.SZ,东杰智能,机械设备,自动化设备,其他自动化设备
300757.SZ,罗博特科,机械设备,自动化设备,其他自动化设备
300802.SZ,矩子科技,机械设备,自动化设备,其他自动化设备
301029.SZ,怡合达,机械设备,自动化设备,其他自动化设备
301312.SZ,智立方,机械设备,自动化设备,其他自动化设备
301512.SZ,智信精密,机械设备,自动化设备,其他自动化设备
301568.SZ,思泰克,机械设备,自动化设备,其他自动化设备
603082.SH,北自科技,机械设备,自动化设备,其他自动化设备
603960.SH,克来机电,机械设备,自动化设备,其他自动化设备
605186.SH,健麾信息,机械设备,自动化设备,其他自动化设备
688003.SH,天准科技,机械设备,自动化设备,其他自动化设备
688097.SH,博众精工,机械设备,自动化设备,其他自动化设备
688125.SH,安达智能,机械设备,自动化设备,其他自动化设备
688215.SH,瑞晟智能,机械设备,自动化设备,其他自动化设备
688306.SH,均普智能,机械设备,自动化设备,其他自动化设备
688310.SH,迈得医疗,机械设备,自动化设备,其他自动化设备
688329.SH,艾隆科技,机械设备,自动化设备,其他自动化设备
688455.SH,科捷智能,机械设备,自动化设备,其他自动化设备
688623.SH,双元科技,机械设备,自动化设备,其他自动化设备
688686.SH,奥普特,机械设备,自动化设备,其他自动化设备
688816.SH,易思维,机械设备,自动化设备,其他自动化设备
920396.BJ,常辅股份,机械设备,自动化设备,其他自动化设备
001266.SZ,宏英智能,机械设备,自动化设备,工控设备
002184.SZ,海得控制,机械设备,自动化设备,工控设备
002334.SZ,英威腾,机械设备,自动化设备,工控设备
002957.SZ,科瑞技术,机械设备,自动化设备,工控设备
002975.SZ,博杰股份,机械设备,自动化设备,工控设备
300048.SZ,合康新能,机械设备,自动化设备,工控设备
300083.SZ,创世纪,机械设备,自动化设备,工控设备
300124.SZ,汇川技术,机械设备,自动化设备,工控设备
300278.SZ,华昌达,机械设备,自动化设备,工控设备
300484.SZ,蓝海华腾,机械设备,自动化设备,工控设备
301320.SZ,豪江智能,机械设备,自动化设备,工控设备
301418.SZ,协昌科技,机械设备,自动化设备,工控设备
301510.SZ,固高科技,机械设备,自动化设备,工控设备
301633.SZ,港迪技术,机械设备,自动化设备,工控设备
603015.SH,弘讯科技,机械设备,自动化设备,工控设备
603025.SH,大豪科技,机械设备,自动化设备,工控设备
603203.SH,快克智能,机械设备,自动化设备,工控设备
603275.SH,众辰科技,机械设备,自动化设备,工控设备
603283.SH,赛腾股份,机械设备,自动化设备,工控设备
603583.SH,捷昌驱动,机械设备,自动化设备,工控设备
605288.SH,凯迪股份,机械设备,自动化设备,工控设备
688160.SH,步科股份,机械设备,自动化设备,工控设备
688320.SH,禾川科技,机械设备,自动化设备,工控设备
688395.SH,正弦电气,机械设备,自动化设备,工控设备
688570.SH,天玛智控,机械设备,自动化设备,工控设备
688698.SH,伟创电气,机械设备,自动化设备,工控设备
688777.SH,中控技术,机械设备,自动化设备,工控设备
920405.BJ,海希通讯,机械设备,自动化设备,工控设备
920425.BJ,乐创技术,机械设备,自动化设备,工控设备
920885.BJ,星辰科技,机械设备,自动化设备,工控设备
002698.SZ,博实股份,机械设备,自动化设备,机器人
002747.SZ,埃斯顿,机械设备,自动化设备,机器人
002979.SZ,雷赛智能,机械设备,自动化设备,机器人
300024.SZ,机器人,机械设备,自动化设备,机器人
300276.SZ,三丰智能,机械设备,自动化设备,机器人
300607.SZ,拓斯达,机械设备,自动化设备,机器人
301112.SZ,信邦智能,机械设备,自动化设备,机器人
301199.SZ,迈赫股份,机械设备,自动化设备,机器人
600215.SH,派斯林,机械设备,自动化设备,机器人
603416.SH,信捷电气,机械设备,自动化设备,机器人
603666.SH,亿嘉和,机械设备,自动化设备,机器人
688017.SH,绿的谐波,机械设备,自动化设备,机器人
688090.SH,瑞松科技,机械设备,自动化设备,机器人
688165.SH,埃夫特,机械设备,自动化设备,机器人
688218.SH,江苏北人,机械设备,自动化设备,机器人
688255.SH,凯尔达,机械设备,自动化设备,机器人
688290.SH,景业智能,机械设备,自动化设备,机器人
920578.BJ,巨能股份,机械设备,自动化设备,机器人
920579.BJ,机科股份,机械设备,自动化设备,机器人
920593.BJ,鼎智科技,机械设备,自动化设备,机器人
000988.SZ,华工科技,机械设备,自动化设备,激光设备
002008.SZ,大族激光,机械设备,自动化设备,激光设备
300227.SZ,光韵达,机械设备,自动化设备,激光设备
300747.SZ,锐科激光,机械设备,自动化设备,激光设备
301021.SZ,英诺激光,机械设备,自动化设备,激光设备
688025.SH,杰普特,机械设备,自动化设备,激光设备
688170.SH,德龙激光,机械设备,自动化设备,激光设备
688518.SH,联赢激光,机械设备,自动化设备,激光设备
688559.SH,海目星,机械设备,自动化设备,激光设备
688646.SH,ST逸飞,机械设备,自动化设备,激光设备
000008.SZ,神州高铁,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
000925.SZ,众合科技,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
000927.SZ,中国铁物,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
001324.SZ,长青科技,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
002972.SZ,科安达,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
300011.SZ,鼎汉技术,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
300351.SZ,永贵电器,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
300594.SZ,朗进科技,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
300851.SZ,交大思诺,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
300923.SZ,研奥股份,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
300960.SZ,通业科技,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
301016.SZ,雷尔伟,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
301048.SZ,金鹰重工,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
600458.SH,时代新材,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
600495.SH,晋西车轴,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
600528.SH,中铁工业,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
601766.SH,中国中车,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
603111.SH,康尼机电,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
603500.SH,祥和实业,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
603680.SH,今创集团,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
605001.SH,威奥股份,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
605298.SH,必得科技,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
688009.SH,中国通号,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
688015.SH,交控科技,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
688033.SH,天宜新材,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
688187.SH,时代电气,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
688285.SH,高铁电气,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
688367.SH,工大高科,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
688459.SH,哈铁科技,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
688485.SH,九州一轨,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
688569.SH,铁科轨道,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
920027.BJ,交大铁发,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
920541.BJ,铁大科技,机械设备,轨交设备Ⅱ,轨交设备Ⅲ
002058.SZ,*ST威尔,机械设备,通用设备,仪器仪表
002175.SZ,东方智造,机械设备,通用设备,仪器仪表
002767.SZ,先锋电子,机械设备,通用设备,仪器仪表
002819.SZ,东方中科,机械设备,通用设备,仪器仪表
002849.SZ,威星智能,机械设备,通用设备,仪器仪表
300007.SZ,汉威科技,机械设备,通用设备,仪器仪表
300066.SZ,三川智慧,机械设备,通用设备,仪器仪表
300112.SZ,万讯自控,机械设备,通用设备,仪器仪表
300165.SZ,ST天瑞,机械设备,通用设备,仪器仪表
300259.SZ,新天科技,机械设备,通用设备,仪器仪表
300306.SZ,远方信息,机械设备,通用设备,仪器仪表
300349.SZ,金卡智能,机械设备,通用设备,仪器仪表
300354.SZ,东华测试,机械设备,通用设备,仪器仪表
300370.SZ,安控科技,机械设备,通用设备,仪器仪表
300371.SZ,汇中股份,机械设备,通用设备,仪器仪表
300417.SZ,南华仪器,机械设备,通用设备,仪器仪表
300445.SZ,康斯特,机械设备,通用设备,仪器仪表
300466.SZ,赛摩智能,机械设备,通用设备,仪器仪表
300515.SZ,三德科技,机械设备,通用设备,仪器仪表
300553.SZ,集智股份,机械设备,通用设备,仪器仪表
300557.SZ,理工光科,机械设备,通用设备,仪器仪表
300567.SZ,精测电子,机械设备,通用设备,仪器仪表
300667.SZ,必创科技,机械设备,通用设备,仪器仪表
300720.SZ,海川智能,机械设备,通用设备,仪器仪表
300862.SZ,蓝盾光电,机械设备,通用设备,仪器仪表
300897.SZ,山科智能,机械设备,通用设备,仪器仪表
300906.SZ,日月明,机械设备,通用设备,仪器仪表
301006.SZ,迈拓股份,机械设备,通用设备,仪器仪表
301129.SZ,瑞纳智能,机械设备,通用设备,仪器仪表
301197.SZ,工大科雅,机械设备,通用设备,仪器仪表
301303.SZ,真兰仪表,机械设备,通用设备,仪器仪表
301360.SZ,荣旗科技,机械设备,通用设备,仪器仪表
301413.SZ,安培龙,机械设备,通用设备,仪器仪表
301528.SZ,多浦乐,机械设备,通用设备,仪器仪表
603100.SH,川仪股份,机械设备,通用设备,仪器仪表
603662.SH,柯力传感,机械设备,通用设备,仪器仪表
603700.SH,宁水集团,机械设备,通用设备,仪器仪表
605056.SH,咸亨国际,机械设备,通用设备,仪器仪表
688001.SH,华兴源创,机械设备,通用设备,仪器仪表
688056.SH,莱伯泰科,机械设备,通用设备,仪器仪表
688112.SH,鼎阳科技,机械设备,通用设备,仪器仪表
688115.SH,思林杰,机械设备,通用设备,仪器仪表
688337.SH,普源精电,机械设备,通用设备,仪器仪表
688450.SH,光格科技,机械设备,通用设备,仪器仪表
688528.SH,秦川物联,机械设备,通用设备,仪器仪表
688583.SH,思看科技,机械设备,通用设备,仪器仪表
688600.SH,皖仪科技,机械设备,通用设备,仪器仪表
688610.SH,埃科光电,机械设备,通用设备,仪器仪表
688622.SH,禾信仪器,机械设备,通用设备,仪器仪表
688627.SH,精智达,机械设备,通用设备,仪器仪表
688628.SH,优利德,机械设备,通用设备,仪器仪表
688665.SH,四方光电,机械设备,通用设备,仪器仪表
688768.SH,容知日新,机械设备,通用设备,仪器仪表
920035.BJ,精创电气,机械设备,通用设备,仪器仪表
920363.BJ,莱赛激光,机械设备,通用设备,仪器仪表
920407.BJ,驰诚股份,机械设备,通用设备,仪器仪表
920476.BJ,海能技术,机械设备,通用设备,仪器仪表
920509.BJ,同惠电子,机械设备,通用设备,仪器仪表
920651.BJ,天罡股份,机械设备,通用设备,仪器仪表
920685.BJ,新芝生物,机械设备,通用设备,仪器仪表
920879.BJ,基康技术,机械设备,通用设备,仪器仪表
920961.BJ,创远信科,机械设备,通用设备,仪器仪表
001696.SZ,宗申动力,机械设备,通用设备,其他通用设备
002272.SZ,川润股份,机械设备,通用设备,其他通用设备
002444.SZ,巨星科技,机械设备,通用设备,其他通用设备
002598.SZ,山东章鼓,机械设备,通用设备,其他通用设备
002884.SZ,凌霄泵业,机械设备,通用设备,其他通用设备
300091.SZ,*ST金灵,机械设备,通用设备,其他通用设备
300126.SZ,锐奇股份,机械设备,通用设备,其他通用设备
300145.SZ,南方泵业,机械设备,通用设备,其他通用设备
300154.SZ,瑞凌股份,机械设备,通用设备,其他通用设备
300157.SZ,新锦动力,机械设备,通用设备,其他通用设备
300193.SZ,佳士科技,机械设备,通用设备,其他通用设备
300257.SZ,开山股份,机械设备,通用设备,其他通用设备
300263.SZ,隆华科技,机械设备,通用设备,其他通用设备
300420.SZ,五洋自控,机械设备,通用设备,其他通用设备
300430.SZ,诚益通,机械设备,通用设备,其他通用设备
300441.SZ,鲍斯股份,机械设备,通用设备,其他通用设备
300470.SZ,中密控股,机械设备,通用设备,其他通用设备
300503.SZ,昊志机电,机械设备,通用设备,其他通用设备
300984.SZ,金沃股份,机械设备,通用设备,其他通用设备
300992.SZ,泰福泵业,机械设备,通用设备,其他通用设备
301028.SZ,鼎熔岩,机械设备,通用设备,其他通用设备
301032.SZ,新柴股份,机械设备,通用设备,其他通用设备
301107.SZ,瑜欣电子,机械设备,通用设备,其他通用设备
301125.SZ,腾亚精工,机械设备,通用设备,其他通用设备
301273.SZ,瑞晨环保,机械设备,通用设备,其他通用设备
301311.SZ,昆船智能,机械设备,通用设备,其他通用设备
301317.SZ,鑫磊股份,机械设备,通用设备,其他通用设备
301353.SZ,普莱得,机械设备,通用设备,其他通用设备
301448.SZ,开创电气,机械设备,通用设备,其他通用设备
301468.SZ,博盈特焊,机械设备,通用设备,其他通用设备
301616.SZ,浙江华业,机械设备,通用设备,其他通用设备
600243.SH,*ST海华,机械设备,通用设备,其他通用设备
600343.SH,航天动力,机械设备,通用设备,其他通用设备
603090.SH,宏盛股份,机械设备,通用设备,其他通用设备
603131.SH,上海沪工,机械设备,通用设备,其他通用设备
603269.SH,海鸥股份,机械设备,通用设备,其他通用设备
603279.SH,景津装备,机械设备,通用设备,其他通用设备
603331.SH,百达精工,机械设备,通用设备,其他通用设备
603617.SH,君禾股份,机械设备,通用设备,其他通用设备
603757.SH,大元泵业,机械设备,通用设备,其他通用设备
605060.SH,联德股份,机械设备,通用设备,其他通用设备
688333.SH,铂力特,机械设备,通用设备,其他通用设备
688360.SH,德马科技,机械设备,通用设备,其他通用设备
688433.SH,华曙高科,机械设备,通用设备,其他通用设备
688448.SH,磁谷科技,机械设备,通用设备,其他通用设备
688557.SH,兰剑智能,机械设备,通用设备,其他通用设备
920570.BJ,坤博精工,机械设备,通用设备,其他通用设备
920662.BJ,方盛股份,机械设备,通用设备,其他通用设备
920689.BJ,克莱特,机械设备,通用设备,其他通用设备
920833.BJ,美心翼申,机械设备,通用设备,其他通用设备
920950.BJ,迅安科技,机械设备,通用设备,其他通用设备
000530.SZ,冰山冷热,机械设备,通用设备,制冷空调设备
000811.SZ,冰轮环境,机械设备,通用设备,制冷空调设备
002158.SZ,汉钟精机,机械设备,通用设备,制冷空调设备
002639.SZ,雪人集团,机械设备,通用设备,制冷空调设备
002686.SZ,亿利达,机械设备,通用设备,制冷空调设备
300990.SZ,同飞股份,机械设备,通用设备,制冷空调设备
301018.SZ,申菱环境,机械设备,通用设备,制冷空调设备
301043.SZ,绿岛风,机械设备,通用设备,制冷空调设备
301070.SZ,开勒股份,机械设备,通用设备,制冷空调设备
301272.SZ,英华特,机械设备,通用设备,制冷空调设备
301399.SZ,英特科技,机械设备,通用设备,制冷空调设备
301525.SZ,儒竞科技,机械设备,通用设备,制冷空调设备
600202.SH,哈空调,机械设备,通用设备,制冷空调设备
603187.SH,海容冷链,机械设备,通用设备,制冷空调设备
603277.SH,银都股份,机械设备,通用设备,制冷空调设备
603339.SH,四方科技,机械设备,通用设备,制冷空调设备
603912.SH,佳力图,机械设备,通用设备,制冷空调设备
000410.SZ,沈阳机床,机械设备,通用设备,机床工具
000837.SZ,秦川机床,机械设备,通用设备,机床工具
002122.SZ,ST汇洲,机械设备,通用设备,机床工具
002248.SZ,华东数控,机械设备,通用设备,机床工具
002520.SZ,日发精机,机械设备,通用设备,机床工具
002559.SZ,亚威股份,机械设备,通用设备,机床工具
002903.SZ,宇环数控,机械设备,通用设备,机床工具
002943.SZ,宇晶股份,机械设备,通用设备,机床工具
003025.SZ,思进智能,机械设备,通用设备,机床工具
300161.SZ,华中数控,机械设备,通用设备,机床工具
300809.SZ,华辰装备,机械设备,通用设备,机床工具
301603.SZ,乔锋智能,机械设备,通用设备,机床工具
601882.SH,海天精工,机械设备,通用设备,机床工具
603088.SH,宁波精达,机械设备,通用设备,机床工具
688305.SH,科德数控,机械设备,通用设备,机床工具
688558.SH,国盛智科,机械设备,通用设备,机床工具
688577.SH,浙海德曼,机械设备,通用设备,机床工具
688697.SH,纽威数控,机械设备,通用设备,机床工具
920870.BJ,恒进感应,机械设备,通用设备,机床工具
002046.SZ,国机精工,机械设备,通用设备,磨具磨料
002282.SZ,博深股份,机械设备,通用设备,磨具磨料
002760.SZ,凤形股份,机械设备,通用设备,磨具磨料
300179.SZ,四方达,机械设备,通用设备,磨具磨料
300554.SZ,三超新材,机械设备,通用设备,磨具磨料
300606.SZ,金太阳,机械设备,通用设备,磨具磨料
300700.SZ,岱勒新材,机械设备,通用设备,磨具磨料
300818.SZ,耐普矿机,机械设备,通用设备,磨具磨料
300861.SZ,美畅股份,机械设备,通用设备,磨具磨料
600172.SH,黄河旋风,机械设备,通用设备,磨具磨料
600783.SH,鲁信创投,机械设备,通用设备,磨具磨料
688028.SH,沃尔德,机械设备,通用设备,磨具磨料
920725.BJ,惠丰钻石,机械设备,通用设备,磨具磨料
920807.BJ,奔朗新材,机械设备,通用设备,磨具磨料
000039.SZ,中集集团,机械设备,通用设备,金属制品
000595.SZ,*ST宝实,机械设备,通用设备,金属制品
000777.SZ,中核科技,机械设备,通用设备,金属制品
001306.SZ,夏厦精密,机械设备,通用设备,金属制品
001379.SZ,腾达科技,机械设备,通用设备,金属制品
002026.SZ,山东威达,机械设备,通用设备,金属制品
002131.SZ,利欧股份,机械设备,通用设备,金属制品
002132.SZ,恒星科技,机械设备,通用设备,金属制品
002150.SZ,正泰电源,机械设备,通用设备,金属制品
002164.SZ,宁波东力,机械设备,通用设备,金属制品
